CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2015-05-01 00:00,mm,69.8,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2015-06-01 00:00,mm,57.6,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2015-07-01 00:00,mm,101.2,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2015-08-01 00:00,mm,262.5,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2015-09-01 00:00,mm,178,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2015-10-01 00:00,mm,121.7,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2015-11-01 00:00,mm,88.8,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2015-12-01 00:00,mm,25.2,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2016-01-01 00:00,mm,26.8,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2016-02-01 00:00,mm,105.4,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2016-03-01 00:00,mm,18.4,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2016-04-01 00:00,mm,150.4,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2016-05-01 00:00,mm,180.2,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2016-06-01 00:00,mm,66.7,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2016-07-01 00:00,mm,147.9,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2016-08-01 00:00,mm,92.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2016-09-01 00:00,mm,116.6,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2016-10-01 00:00,mm,232,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2016-11-01 00:00,mm,89.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2016-12-01 00:00,mm,26.4,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2017-01-01 00:00,mm,17.2,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2017-02-01 00:00,mm,18.6,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2017-03-01 00:00,mm,179.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2017-04-01 00:00,mm,181.6,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2017-05-01 00:00,mm,149.5,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2017-06-01 00:00,mm,252.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2017-07-01 00:00,mm,131.9,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2017-08-01 00:00,mm,82.7,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2017-09-01 00:00,mm,160.4,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2017-10-01 00:00,mm,105,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2017-11-01 00:00,mm,77.7,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2017-12-01 00:00,mm,7.8,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2018-01-01 00:00,mm,35.6,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2018-02-01 00:00,mm,14.6,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2018-04-01 00:00,mm,225.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2018-05-01 00:00,mm,215.1,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2018-06-01 00:00,mm,181.1,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2018-07-01 00:00,mm,121.7,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2018-08-01 00:00,mm,131.2,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2018-09-01 00:00,mm,127.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2018-10-01 00:00,mm,205.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2018-11-01 00:00,mm,25.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2018-12-01 00:00,mm,0,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2019-01-01 00:00,mm,13.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2019-02-01 00:00,mm,42.1,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2019-03-01 00:00,mm,197.2,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2019-04-01 00:00,mm,118.8,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2019-05-01 00:00,mm,169.5,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2019-06-01 00:00,mm,118.9,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2019-07-01 00:00,mm,179,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2019-08-01 00:00,mm,146.8,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2019-09-01 00:00,mm,107.2,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2019-10-01 00:00,mm,95.9,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2019-11-01 00:00,mm,61.1,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2019-12-01 00:00,mm,3.1,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2020-01-01 00:00,mm,7.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2020-02-01 00:00,mm,22.1,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2020-04-01 00:00,mm,47.1,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2020-05-01 00:00,mm,73.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2020-06-01 00:00,mm,42.5,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2020-07-01 00:00,mm,158.4,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2020-09-01 00:00,mm,82.6,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2021-01-01 00:00,mm,20.8,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2021-09-01 00:00,mm,135,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2021-10-01 00:00,mm,107,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2021-11-01 00:00,mm,72.4,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2021-12-01 00:00,mm,62.8,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2022-01-01 00:00,mm,4.7,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2022-02-01 00:00,mm,42.2,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2022-03-01 00:00,mm,173.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2022-04-01 00:00,mm,232.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2022-05-01 00:00,mm,134.5,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2022-06-01 00:00,mm,249,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2022-07-01 00:00,mm,176.5,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2022-08-01 00:00,mm,236.8,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2022-09-01 00:00,mm,238.4,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2022-10-01 00:00,mm,211,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2022-11-01 00:00,mm,205.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2022-12-01 00:00,mm,27.2,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2023-01-01 00:00,mm,36,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2023-02-01 00:00,mm,56.9,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2023-03-01 00:00,mm,153.1,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2023-04-01 00:00,mm,125.2,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2023-05-01 00:00,mm,112.8,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2023-06-01 00:00,mm,120.1,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2023-07-01 00:00,mm,134.5,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2023-08-01 00:00,mm,121.4,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2023-09-01 00:00,mm,43.1,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2023-10-01 00:00,mm,143.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2023-11-01 00:00,mm,45,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2023-12-01 00:00,mm,4.3,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2024-01-01 00:00,mm,3.4,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2024-02-01 00:00,mm,51.2,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2024-03-01 00:00,mm,40.5,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2024-04-01 00:00,mm,212.5,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2024-05-01 00:00,mm,169.1,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2024-06-01 00:00,mm,169.9,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2024-07-01 00:00,mm,133.2,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2024-08-01 00:00,mm,114.9,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2024-09-01 00:00,mm,158.2,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2024-10-01 00:00,mm,76,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2024-11-01 00:00,mm,194,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2024-12-01 00:00,mm,30.7,Preliminar
24025020,CUCHARO EL [24025020],PRECIPITACION,Precipitación total mensual,2025-01-01 00:00,mm,13.5,Preliminar
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1984-01-01 00:00,mm,28,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1984-02-01 00:00,mm,44,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1984-03-01 00:00,mm,60,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1984-04-01 00:00,mm,127,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1984-05-01 00:00,mm,181,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1984-06-01 00:00,mm,84,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1984-08-01 00:00,mm,49,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1984-09-01 00:00,mm,90,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1984-10-01 00:00,mm,135,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1984-11-01 00:00,mm,48,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1984-12-01 00:00,mm,28,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1985-01-01 00:00,mm,17,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1985-02-01 00:00,mm,0,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1985-03-01 00:00,mm,85,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1985-04-01 00:00,mm,50,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1985-05-01 00:00,mm,90,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1985-06-01 00:00,mm,361,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1985-07-01 00:00,mm,174,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1985-08-01 00:00,mm,191,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1985-09-01 00:00,mm,129,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1985-10-01 00:00,mm,261,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1985-11-01 00:00,mm,98,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1985-12-01 00:00,mm,30,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1986-01-01 00:00,mm,78,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1986-02-01 00:00,mm,117,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1986-03-01 00:00,mm,187,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1986-04-01 00:00,mm,508,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1986-05-01 00:00,mm,421,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1986-06-01 00:00,mm,554,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1986-07-01 00:00,mm,335,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1986-08-01 00:00,mm,317,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1986-09-01 00:00,mm,226,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1986-10-01 00:00,mm,607,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1986-11-01 00:00,mm,142,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1986-12-01 00:00,mm,26,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1987-01-01 00:00,mm,17,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1987-02-01 00:00,mm,44,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1987-03-01 00:00,mm,63,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1987-04-01 00:00,mm,111,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1987-05-01 00:00,mm,155,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1987-06-01 00:00,mm,112,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1987-07-01 00:00,mm,262,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1987-08-01 00:00,mm,283,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1987-09-01 00:00,mm,216,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1987-10-01 00:00,mm,293,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1987-11-01 00:00,mm,150,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1987-12-01 00:00,mm,25,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1988-01-01 00:00,mm,0,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1988-02-01 00:00,mm,87,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1988-03-01 00:00,mm,40,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1988-04-01 00:00,mm,129,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1988-05-01 00:00,mm,94,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1988-06-01 00:00,mm,203,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1988-07-01 00:00,mm,239,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1988-08-01 00:00,mm,220,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1988-09-01 00:00,mm,138,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1988-10-01 00:00,mm,142,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1988-11-01 00:00,mm,110,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1988-12-01 00:00,mm,53,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1989-01-01 00:00,mm,27,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1989-02-01 00:00,mm,85,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1989-03-01 00:00,mm,65,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1989-04-01 00:00,mm,48,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1989-05-01 00:00,mm,140,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1989-06-01 00:00,mm,134,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1989-07-01 00:00,mm,113,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1989-08-01 00:00,mm,117,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1989-09-01 00:00,mm,131,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1989-10-01 00:00,mm,120,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1989-11-01 00:00,mm,47,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1989-12-01 00:00,mm,30,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1990-01-01 00:00,mm,23,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1990-02-01 00:00,mm,35,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1990-03-01 00:00,mm,84,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1990-04-01 00:00,mm,87,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1990-05-01 00:00,mm,111,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1990-06-01 00:00,mm,90,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1990-07-01 00:00,mm,141,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1990-08-01 00:00,mm,127,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1990-09-01 00:00,mm,90,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1990-10-01 00:00,mm,108,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1990-11-01 00:00,mm,98,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1990-12-01 00:00,mm,42,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1991-01-01 00:00,mm,4,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1991-02-01 00:00,mm,19,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1991-03-01 00:00,mm,88,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1991-04-01 00:00,mm,85,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1991-05-01 00:00,mm,103,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1991-06-01 00:00,mm,84,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1991-07-01 00:00,mm,224,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1991-08-01 00:00,mm,130,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1991-09-01 00:00,mm,107,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1991-10-01 00:00,mm,153,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1991-11-01 00:00,mm,70,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1991-12-01 00:00,mm,35,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1992-01-01 00:00,mm,30,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1992-02-01 00:00,mm,20,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1992-03-01 00:00,mm,3,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1992-04-01 00:00,mm,101,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1992-05-01 00:00,mm,70,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1992-06-01 00:00,mm,87,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1992-07-01 00:00,mm,197,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1992-08-01 00:00,mm,96,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1992-09-01 00:00,mm,87,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1992-10-01 00:00,mm,33,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1992-11-01 00:00,mm,86,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1992-12-01 00:00,mm,32,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1993-01-01 00:00,mm,44,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1993-02-01 00:00,mm,10,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1993-03-01 00:00,mm,139,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1993-04-01 00:00,mm,136,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1993-05-01 00:00,mm,31,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1993-06-01 00:00,mm,130,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1993-07-01 00:00,mm,109,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1993-08-01 00:00,mm,103,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1993-09-01 00:00,mm,200,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1993-10-01 00:00,mm,117,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1993-11-01 00:00,mm,81,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1993-12-01 00:00,mm,49,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1994-01-01 00:00,mm,19,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1994-02-01 00:00,mm,74,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1994-03-01 00:00,mm,40,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1994-04-01 00:00,mm,163,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1994-05-01 00:00,mm,213,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1994-06-01 00:00,mm,177,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1994-07-01 00:00,mm,206,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1994-08-01 00:00,mm,141,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1994-09-01 00:00,mm,131,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1994-10-01 00:00,mm,135,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1994-11-01 00:00,mm,119,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1994-12-01 00:00,mm,65,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1995-01-01 00:00,mm,8,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1995-02-01 00:00,mm,3,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1995-03-01 00:00,mm,41,Definitivo
24020130,CURITI 2 [24020130],PRECIPITACION,Precipitación total mensual,1995-04-01 00:00,mm,106,Definitivo
